           1
     18  0.9342863598E+00
     19  0.4201399833E-02
     20  -.2067381602E+00
     21  -.2871794402E+00
     22  0.2351488798E+00
     23  0.8310021998E+00
     24  0.8105212798E+00
     25  -.2210498402E+00
     26  -.9322678802E+00
     27  -.2050019602E+00
     28  0.5474240398E+00
     29  0.1422702440E+01
     30  0.1179773240E+01
     31  0.1829459598E+00
           8
      1  0.1135043280E+01
      2  -.1826256402E+00
      3  -.7651269520E+01
      4  -.1959485464E+02
      5  -.2432976544E+02
      6  -.4230127320E+01
      7  0.3889152856E+02
      8  0.6683657432E+02
      9  0.3765310764E+02
     10  -.5007545960E+01
     11  -.2435294236E+02
     12  -.1992879204E+02
     13  -.7572495880E+01
     14  0.4081141598E+00
     15  0.2191008720E+01
     16  0.7766252398E+00
     17  -.1700925602E+00
     18  0.7439321198E+00
     19  0.6913471598E+00
     20  0.5039075998E+00
     21  -.3611336802E+00
     22  -.4235053602E+00
     23  0.2279479598E+00
     24  0.9522670398E+00
     25  0.2026959198E+00
     26  -.1078522120E+01
     27  -.6955562002E+00
     28  0.2530697998E+00
     29  0.1799148200E+01
     30  0.2181319000E+01
     31  0.5819917198E+00
           9
      1  0.2961765998E+00
      2  0.9202076798E+00
      3  -.5961362002E+00
      4  -.7315621320E+01
      5  -.1874013212E+02
      6  -.2430969400E+02
      7  -.5130638120E+01
      8  0.3765310764E+02
      9  0.6569174096E+02
     10  0.3855088736E+02
     11  -.3876809040E+01
     12  -.2456585872E+02
     13  -.1978006256E+02
     14  -.7234252520E+01
     15  -.1023579602E+00
     16  0.5851585598E+00
     17  -.2653592402E+00
     18  -.1497345602E+00
     19  0.5886804798E+00
     20  0.1248940920E+01
     21  0.2418996398E+00
     22  -.1072172040E+01
     23  -.1691618720E+01
     24  -.1982996402E+00
     25  0.6844292398E+00
     26  0.7668111998E+00
     27  -.2005228802E+00
     28  -.6905968802E+00
     29  -.9981848017E-01
     30  0.1444152320E+01
     31  0.1441325040E+01
          10
      1  -.2160770002E+00
      2  0.5858540798E+00
      3  0.9500101998E+00
      4  -.8316749202E+00
      5  -.8134985720E+01
      6  -.2047144760E+02
      7  -.2544899172E+02
      8  -.5007545960E+01
      9  0.3855088736E+02
     10  0.6781963376E+02
     11  0.3916733736E+02
     12  -.5001312320E+01
     13  -.2505091616E+02
     14  -.1970250612E+02
     15  -.7739511560E+01
     16  -.7335950402E+00
     17  0.1099487160E+01
     18  0.1743118398E+00
     19  0.7142687983E-01
     20  0.7580873198E+00
     21  0.1709460398E+00
     22  -.6730256402E+00
     23  -.1973772320E+01
     24  -.1483253240E+01
     25  0.2309756398E+00
     26  0.1669557600E+01
     27  0.5241235198E+00
     28  -.6205504802E+00
     29  -.8935720802E+00
     30  0.8999871983E-01
     31  0.1019371440E+01
          11
      1  0.1749265998E+00
      2  0.6899576798E+00
      3  0.7265137998E+00
      4  0.6192286798E+00
      5  -.1583382120E+01
      6  -.8788444000E+01
      7  -.2039048812E+02
      8  -.2435294236E+02
      9  -.3876809040E+01
     10  0.3916733736E+02
     11  0.6763384096E+02
     12  0.3824849128E+02
     13  -.5692712560E+01
     14  -.2561460252E+02
     15  -.1992140796E+02
     16  -.7054491440E+01
     17  0.8361907598E+00
     18  0.1168215440E+01
     19  0.3543047983E-01
     20  -.5325090802E+00
     21  -.2969503602E+00
     22  0.4766779598E+00
     23  -.8266872017E-01
     24  -.1229249640E+01
     25  -.5932207602E+00
     26  0.7690611998E+00
     27  0.8341271198E+00
     28  0.1834531198E+00
     29  -.8052684802E+00
     30  -.1330997680E+01
     31  -.1432496017E-01
          12
      1  0.2041769198E+00
      2  0.4289079998E+00
      3  0.3416641198E+00
      4  0.8535789998E+00
      5  0.2073068200E+01
      6  0.4127063198E+00
      7  -.7850237800E+01
      8  -.1992879204E+02
      9  -.2456585872E+02
     10  -.5001312320E+01
     11  0.3824849128E+02
     12  0.6662834160E+02
     13  0.3825223776E+02
     14  -.5114652200E+01
     15  -.2505215764E+02
     16  -.1943704112E+02
     17  -.7071758920E+01
     18  -.4214342402E+00
     19  0.7160807998E+00
     20  -.2268587602E+00
     21  -.4143000402E+00
     22  0.1304282798E+00
     23  0.5052815998E+00
     24  0.1442006798E+00
     25  -.2697704402E+00
     26  -.5064884802E+00
     27  -.8022256017E-01
     28  0.9371034398E+00
     29  0.8592818398E+00
     30  -.8738473602E+00
     31  -.1149174640E+01
          13
      1  0.1927307983E-01
      2  -.2896958402E+00
      3  -.4941397202E+00
      4  -.4562484017E-01
      5  0.1889364360E+01
      6  0.2963902480E+01
      7  0.4618583598E+00
      8  -.7572495880E+01
      9  -.1978006256E+02
     10  -.2505091616E+02
     11  -.5692712560E+01
     12  0.3825223776E+02
     13  0.6806313392E+02
     14  0.3957354396E+02
     15  -.4213161480E+01
     16  -.2441844496E+02
     17  -.2004406276E+02
     18  -.8158438080E+01
     19  -.5443230402E+00
     20  0.1313737400E+01
     21  0.8249961198E+00
     22  -.1154755602E+00
     23  -.1313222402E+00
     24  0.3425968398E+00
     25  0.3498257198E+00
     26  -.9696923202E+00
     27  -.7234264002E+00
     28  0.1010799600E+01
     29  0.1492478000E+01
     30  0.3099487998E+00
     31  -.9511784802E+00
          14
      1  -.1117916880E+01
      2  -.1251985800E+01
      3  -.3084296802E+00
      4  0.2178519983E-01
      5  0.1087743998E+00
      6  0.1323712520E+01
      7  0.1738868400E+01
      8  0.4081141598E+00
      9  -.7234252520E+01
     10  -.1970250612E+02
     11  -.2561460252E+02
     12  -.5114652200E+01
     13  0.3957354396E+02
     14  0.6900265400E+02
     15  0.4003684856E+02
     16  -.4205834920E+01
     17  -.2487585272E+02
     18  -.1990642804E+02
     19  -.7457113000E+01
     20  -.6493525602E+00
     21  0.7982061598E+00
     22  0.1750344798E+00
     23  -.1495122002E+00
     24  0.4968068798E+00
     25  0.1071435760E+01
     26  -.4957822802E+00
     27  -.1407416360E+01
     28  -.6198903602E+00
     29  0.4643880398E+00
     30  0.9393588398E+00
     31  0.1681315598E+00
          15
      1  -.7303223202E+00
      2  -.1041991240E+01
      3  -.4299351202E+00
      4  -.3175202402E+00
      5  -.6966310402E+00
      6  -.6429292017E-01
      7  0.8050629598E+00
      8  0.2191008720E+01
      9  -.1023579602E+00
     10  -.7739511560E+01
     11  -.1992140796E+02
     12  -.2505215764E+02
     13  -.4213161480E+01
     14  0.4003684856E+02
     15  0.6907484312E+02
     16  0.3935255964E+02
     17  -.5106258160E+01
     18  -.2549553348E+02
     19  -.2008301844E+02
     20  -.8513958000E+01
     21  -.1103399280E+01
     22  0.1334729040E+01
     23  0.9954823598E+00
     24  0.1095014398E+00
     25  0.2304303198E+00
     26  -.5053877202E+00
     27  -.1498621800E+01
     28  -.1415295800E+01
     29  -.5293174002E+00
     30  0.8342533998E+00
     31  0.7696261198E+00
          16
      1  0.3846941998E+00
      2  -.3033747202E+00
      3  -.2032186002E+00
      4  -.5450372017E-01
      5  -.3332145202E+00
      6  -.6877640017E-01
      7  0.2360794798E+00
      8  0.7766252398E+00
      9  0.5851585598E+00
     10  -.7335950402E+00
     11  -.7054491440E+01
     12  -.1943704112E+02
     13  -.2441844496E+02
     14  -.4205834920E+01
     15  0.3935255964E+02
     16  0.6769277616E+02
     17  0.3807365836E+02
     18  -.5356316960E+01
     19  -.2514730192E+02
     20  -.2044154148E+02
     21  -.8084382760E+01
     22  0.1524555983E-01
     23  0.1607698880E+01
     24  0.4161179598E+00
     25  -.4316531602E+00
     26  -.3902712002E+00
     27  -.5519052802E+00
     28  -.1140279280E+01
     29  -.1036700880E+01
     30  0.1953699198E+00
     31  0.7498426398E+00
          17
      1  0.3040763998E+00
      2  -.2408925202E+00
      3  -.3706364002E+00
      4  0.2902784798E+00
      5  0.1526676798E+00
      6  0.1014057998E+00
      7  0.3044616798E+00
      8  -.1700925602E+00
      9  -.2653592402E+00
     10  0.1099487160E+01
     11  0.8361907598E+00
     12  -.7071758920E+01
     13  -.2004406276E+02
     14  -.2487585272E+02
     15  -.5106258160E+01
     16  0.3807365836E+02
     17  0.6705264056E+02
     18  0.3940346524E+02
     19  -.4485319720E+01
     20  -.2482365928E+02
     21  -.2002960056E+02
     22  -.7698772240E+01
     23  -.2448189202E+00
     24  0.1156600160E+01
     25  -.1150709602E+00
     26  0.2172109998E+00
     27  0.5695769198E+00
     28  -.4380970802E+00
     29  -.1102618680E+01
     30  -.4580478802E+00
     31  0.2553248398E+00
          18
      1  -.5245989202E+00
      2  -.7517678402E+00
      3  -.3114117202E+00
      4  0.2353031598E+00
      5  0.1416923598E+00
      6  0.3411304798E+00
      7  0.9342863598E+00
      8  0.7439321198E+00
      9  -.1497345602E+00
     10  0.1743118398E+00
     11  0.1168215440E+01
     12  -.4214342402E+00
     13  -.8158438080E+01
     14  -.1990642804E+02
     15  -.2549553348E+02
     16  -.5356316960E+01
     17  0.3940346524E+02
     18  0.6850898992E+02
     19  0.3855370496E+02
     20  -.4850534600E+01
     21  -.2480887588E+02
     22  -.1995024756E+02
     23  -.8079594240E+01
     24  -.4002751602E+00
     25  0.7781537198E+00
     26  0.9672356798E+00
     27  0.1402901600E+01
     28  0.7102275998E+00
     29  0.6032059998E+00
     30  -.6323200167E-02
     31  -.4947504802E+00
          19
      1  -.1157838802E+00
      2  0.1676471998E+00
      3  0.2896033198E+00
      4  -.4635818002E+00
      5  -.9073926002E+00
      6  -.5698544802E+00
      7  0.4201399833E-02
      8  0.6913471598E+00
      9  0.5886804798E+00
     10  0.7142687983E-01
     11  0.3543047983E-01
     12  0.7160807998E+00
     13  -.5443230402E+00
     14  -.7457113000E+01
     15  -.2008301844E+02
     16  -.2514730192E+02
     17  -.4485319720E+01
     18  0.3855370496E+02
     19  0.6673182000E+02
     20  0.3880968044E+02
     21  -.4389960840E+01
     22  -.2413243252E+02
     23  -.1990747920E+02
     24  -.8357560120E+01
     25  -.1482031240E+01
     26  0.1146550720E+01
     27  0.1812316640E+01
     28  0.5942426398E+00
     29  0.6727210398E+00
     30  -.1947081602E+00
     31  -.9555354402E+00
          20
      1  0.5576765598E+00
      2  0.1120907640E+01
      3  0.7223637598E+00
      4  -.9493213602E+00
      5  -.1679832160E+01
      6  -.1240094040E+01
      7  -.2067381602E+00
      8  0.5039075998E+00
      9  0.1248940920E+01
     10  0.7580873198E+00
     11  -.5325090802E+00
     12  -.2268587602E+00
     13  0.1313737400E+01
     14  -.6493525602E+00
     15  -.8513958000E+01
     16  -.2044154148E+02
     17  -.2482365928E+02
     18  -.4850534600E+01
     19  0.3880968044E+02
     20  0.6798884088E+02
     21  0.3892279960E+02
     22  -.3899572080E+01
     23  -.2451891876E+02
     24  -.2070189968E+02
     25  -.9113270800E+01
     26  -.1204688840E+01
     27  0.1021477080E+01
     28  -.5319692017E-01
     29  -.2306185202E+00
     30  -.2119477202E+00
     31  0.1879249998E+00
          21
      1  0.9789352798E+00
      2  0.7796663598E+00
      3  0.5669224798E+00
      4  -.1501626402E+00
      5  -.9195734402E+00
      6  -.1047735320E+01
      7  -.2871794402E+00
      8  -.3611336802E+00
      9  0.2418996398E+00
     10  0.1709460398E+00
     11  -.2969503602E+00
     12  -.4143000402E+00
     13  0.8249961198E+00
     14  0.7982061598E+00
     15  -.1103399280E+01
     16  -.8084382760E+01
     17  -.2002960056E+02
     18  -.2480887588E+02
     19  -.4389960840E+01
     20  0.3892279960E+02
     21  0.6710255832E+02
     22  0.3908008664E+02
     23  -.4122860040E+01
     24  -.2514704096E+02
     25  -.2049361208E+02
     26  -.8275630120E+01
     27  -.1320564200E+01
     28  0.1377617998E+00
     29  -.4400598002E+00
     30  -.6516890002E+00
     31  0.1781837198E+00
          22
      1  0.6128635998E+00
      2  0.3264946798E+00
      3  0.3165507998E+00
      4  0.3628656798E+00
      5  -.8774512017E-01
      6  -.2229070002E+00
      7  0.2351488798E+00
      8  -.4235053602E+00
      9  -.1072172040E+01
     10  -.6730256402E+00
     11  0.4766779598E+00
     12  0.1304282798E+00
     13  -.1154755602E+00
     14  0.1750344798E+00
     15  0.1334729040E+01
     16  0.1524555983E-01
     17  -.7698772240E+01
     18  -.1995024756E+02
     19  -.2413243252E+02
     20  -.3899572080E+01
     21  0.3908008664E+02
     22  0.6774701496E+02
     23  0.3888006828E+02
     24  -.5134212640E+01
     25  -.2443448376E+02
     26  -.2002370180E+02
     27  -.8896835880E+01
     28  -.1289709880E+01
     29  0.5097685198E+00
     30  0.3188393198E+00
     31  -.1411879602E+00
          23
      1  0.5611691983E-01
      2  -.1547520002E+00
      3  -.1510958802E+00
      4  0.4738189998E+00
      5  0.5255081998E+00
      6  0.6083463198E+00
      7  0.8310021998E+00
      8  0.2279479598E+00
      9  -.1691618720E+01
     10  -.1973772320E+01
     11  -.8266872017E-01
     12  0.5052815998E+00
     13  -.1313222402E+00
     14  -.1495122002E+00
     15  0.9954823598E+00
     16  0.1607698880E+01
     17  -.2448189202E+00
     18  -.8079594240E+01
     19  -.1990747920E+02
     20  -.2451891876E+02
     21  -.4122860040E+01
     22  0.3888006828E+02
     23  0.6740842160E+02
     24  0.3863064068E+02
     25  -.3909430440E+01
     26  -.2449714848E+02
     27  -.2052718256E+02
     28  -.8313956560E+01
     29  -.1285778160E+01
     30  0.1123592640E+01
     31  0.8441653598E+00
          24
      1  0.2667359998E+00
      2  -.2132329202E+00
      3  -.5483768002E+00
      4  0.2919380798E+00
      5  0.6842272798E+00
      6  0.7265653998E+00
      7  0.8105212798E+00
      8  0.9522670398E+00
      9  -.1982996402E+00
     10  -.1483253240E+01
     11  -.1229249640E+01
     12  0.1442006798E+00
     13  0.3425968398E+00
     14  0.4968068798E+00
     15  0.1095014398E+00
     16  0.4161179598E+00
     17  0.1156600160E+01
     18  -.4002751602E+00
     19  -.8357560120E+01
     20  -.2070189968E+02
     21  -.2514704096E+02
     22  -.5134212640E+01
     23  0.3863064068E+02
     24  0.6753155976E+02
     25  0.3920928864E+02
     26  -.3828929400E+01
     27  -.2430636348E+02
     28  -.1992823748E+02
     29  -.8303559080E+01
     30  -.8848828017E-01
     31  0.2315984440E+01
          25
      1  -.3955351202E+00
      2  -.6575040402E+00
      3  -.4532479202E+00
      4  0.1276669598E+00
      5  0.4267561598E+00
      6  0.8789427983E-01
      7  -.2210498402E+00
      8  0.2026959198E+00
      9  0.6844292398E+00
     10  0.2309756398E+00
     11  -.5932207602E+00
     12  -.2697704402E+00
     13  0.3498257198E+00
     14  0.1071435760E+01
     15  0.2304303198E+00
     16  -.4316531602E+00
     17  -.1150709602E+00
     18  0.7781537198E+00
     19  -.1482031240E+01
     20  -.9113270800E+01
     21  -.2049361208E+02
     22  -.2443448376E+02
     23  -.3909430440E+01
     24  0.3920928864E+02
     25  0.6720981752E+02
     26  0.3920089948E+02
     27  -.3588134600E+01
     28  -.2418390860E+02
     29  -.1974003020E+02
     30  -.7931159400E+01
     31  -.1060866802E+00
          26
      1  -.2032531602E+00
      2  0.3838779198E+00
      3  0.6398340398E+00
      4  0.6489198334E-03
      5  0.4438119833E-02
      6  -.1458237602E+00
      7  -.9322678802E+00
      8  -.1078522120E+01
      9  0.7668111998E+00
     10  0.1669557600E+01
     11  0.7690611998E+00
     12  -.5064884802E+00
     13  -.9696923202E+00
     14  -.4957822802E+00
     15  -.5053877202E+00
     16  -.3902712002E+00
     17  0.2172109998E+00
     18  0.9672356798E+00
     19  0.1146550720E+01
     20  -.1204688840E+01
     21  -.8275630120E+01
     22  -.2002370180E+02
     23  -.2449714848E+02
     24  -.3828929400E+01
     25  0.3920089948E+02
     26  0.6763048144E+02
     27  0.3892224736E+02
     28  -.4702826640E+01
     29  -.2511344824E+02
     30  -.2065007744E+02
     31  -.8225704720E+01
          27
      1  -.4358724017E-01
      2  0.1019943840E+01
      3  0.1498099960E+01
      4  0.2947148398E+00
      5  -.5035959602E+00
      6  -.4515784017E-01
      7  -.2050019602E+00
      8  -.6955562002E+00
      9  -.2005228802E+00
     10  0.5241235198E+00
     11  0.8341271198E+00
     12  -.8022256017E-01
     13  -.7234264002E+00
     14  -.1407416360E+01
     15  -.1498621800E+01
     16  -.5519052802E+00
     17  0.5695769198E+00
     18  0.1402901600E+01
     19  0.1812316640E+01
     20  0.1021477080E+01
     21  -.1320564200E+01
     22  -.8896835880E+01
     23  -.2052718256E+02
     24  -.2430636348E+02
     25  -.3588134600E+01
     26  0.3892224736E+02
     27  0.6711701328E+02
     28  0.3855893928E+02
     29  -.5159982320E+01
     30  -.2605961152E+02
     31  -.2171323880E+02
          28
      1  0.4036387598E+00
      2  0.1099169840E+01
      3  0.1310325960E+01
      4  0.4445408398E+00
      5  -.5710699602E+00
      6  -.8343184017E-01
      7  0.5474240398E+00
      8  0.2530697998E+00
      9  -.6905968802E+00
     10  -.6205504802E+00
     11  0.1834531198E+00
     12  0.9371034398E+00
     13  0.1010799600E+01
     14  -.6198903602E+00
     15  -.1415295800E+01
     16  -.1140279280E+01
     17  -.4380970802E+00
     18  0.7102275998E+00
     19  0.5942426398E+00
     20  -.5319692017E-01
     21  0.1377617998E+00
     22  -.1289709880E+01
     23  -.8313956560E+01
     24  -.1992823748E+02
     25  -.2418390860E+02
     26  -.4702826640E+01
     27  0.3855893928E+02
     28  0.6763786528E+02
     29  0.3904834368E+02
     30  -.5380285520E+01
     31  -.2653471280E+02
          29
      1  0.3454171598E+00
      2  0.6803482398E+00
      3  0.4435043598E+00
      4  -.2002807602E+00
      5  -.9571915602E+00
      6  -.5732534402E+00
      7  0.1422702440E+01
      8  0.1799148200E+01
      9  -.9981848017E-01
     10  -.8935720802E+00
     11  -.8052684802E+00
     12  0.8592818398E+00
     13  0.1492478000E+01
     14  0.4643880398E+00
     15  -.5293174002E+00
     16  -.1036700880E+01
     17  -.1102618680E+01
     18  0.6032059998E+00
     19  0.6727210398E+00
     20  -.2306185202E+00
     21  -.4400598002E+00
     22  0.5097685198E+00
     23  -.1285778160E+01
     24  -.8303559080E+01
     25  -.1974003020E+02
     26  -.2511344824E+02
     27  -.5159982320E+01
     28  0.3904834368E+02
     29  0.6904782208E+02
     30  0.3975369288E+02
     31  -.5123034400E+01
          30
      1  -.1532120402E+00
      2  -.6874809602E+00
      3  -.8814248402E+00
      4  -.7748099602E+00
      5  -.4083207602E+00
      6  -.1814826402E+00
      7  0.1179773240E+01
      8  0.2181319000E+01
      9  0.1444152320E+01
     10  0.8999871983E-01
     11  -.1330997680E+01
     12  -.8738473602E+00
     13  0.3099487998E+00
     14  0.9393588398E+00
     15  0.8342533998E+00
     16  0.1953699198E+00
     17  -.4580478802E+00
     18  -.6323200167E-02
     19  -.1947081602E+00
     20  -.2119477202E+00
     21  -.6516890002E+00
     22  0.3188393198E+00
     23  0.1123592640E+01
     24  -.8848828017E-01
     25  -.7931159400E+01
     26  -.2065007744E+02
     27  -.2605961152E+02
     28  -.5380285520E+01
     29  0.3975369288E+02
     30  0.6851776368E+02
     31  0.3948743640E+02
          31
      1  -.2460393202E+00
      2  -.1130208240E+01
      3  -.1012552120E+01
      4  -.7970372402E+00
      5  0.1695519598E+00
      6  0.4777900798E+00
      7  0.1829459598E+00
      8  0.5819917198E+00
      9  0.1441325040E+01
     10  0.1019371440E+01
     11  -.1432496017E-01
     12  -.1149174640E+01
     13  -.9511784802E+00
     14  0.1681315598E+00
     15  0.7696261198E+00
     16  0.7498426398E+00
     17  0.2553248398E+00
     18  -.4947504802E+00
     19  -.9555354402E+00
     20  0.1879249998E+00
     21  0.1781837198E+00
     22  -.1411879602E+00
     23  0.8441653598E+00
     24  0.2315984440E+01
     25  -.1060866802E+00
     26  -.8225704720E+01
     27  -.2171323880E+02
     28  -.2653471280E+02
     29  -.5123034400E+01
     30  0.3948743640E+02
     31  0.6883790912E+02
