2.99065e-02 	 -1.85275e-05 	 9.31391e-05 	 1.23925e-04 	 2.08231e-04 	 -8.46020e-05 	 1.82868e-05 	 3.19066e-05 	 -1.54473e-05 	 4.48164e-05 	 -6.15801e-05 	 2.69654e-05 	 6.34257e-05 	 3.04775e-05 	 -6.76598e-05  	 1.35521e-04 
  -1.85275e-05 	 1.81357e-03 	 -1.07662e-04 	 6.54982e-06 	 8.03751e-05 	 8.58905e-05 	 1.06603e-05 	 -2.31189e-05 	 -9.74089e-06 	 -2.73310e-05 	 2.42238e-05 	 -4.46393e-05 	 -1.96925e-05 	 2.51398e-05 	 -3.06260e-05  	 -1.67310e-05 
  9.31391e-05 	 -1.07662e-04 	 1.81511e-03 	 -9.48249e-05 	 2.59889e-05 	 7.72810e-05 	 7.60511e-05 	 2.67931e-05 	 -3.28820e-05 	 8.32680e-06 	 2.36456e-05 	 -3.14884e-05 	 -1.86106e-05 	 1.74815e-06 	 1.45529e-05  	 -3.20351e-05 
  1.23925e-04 	 6.54982e-06 	 -9.48249e-05 	 1.84955e-03 	 -1.08159e-04 	 2.73772e-05 	 5.25355e-05 	 1.06108e-05 	 3.19869e-05 	 -1.90938e-05 	 5.15432e-05 	 2.84843e-05 	 -2.31527e-05 	 1.87221e-05 	 2.51472e-05  	 1.26365e-05 
  2.08231e-04 	 8.03751e-05 	 2.59889e-05 	 -1.08159e-04 	 1.79606e-03 	 -1.62123e-04 	 3.92725e-05 	 4.75211e-05 	 6.82618e-05 	 2.63828e-05 	 -2.58879e-05 	 -1.00030e-05 	 7.38727e-05 	 1.75840e-05 	 1.06975e-05  	 2.55602e-05 
  -8.46020e-05 	 8.58905e-05 	 7.72810e-05 	 2.73772e-05 	 -1.62123e-04 	 1.85126e-03 	 -1.09585e-04 	 1.11993e-05 	 7.31817e-05 	 3.95153e-05 	 8.06512e-05 	 -1.64552e-05 	 3.83380e-06 	 -2.75792e-05 	 -3.28808e-05  	 1.80902e-05 
  1.82868e-05 	 1.06603e-05 	 7.60511e-05 	 5.25355e-05 	 3.92725e-05 	 -1.09585e-04 	 1.82761e-03 	 -1.32914e-04 	 3.81701e-06 	 8.60165e-05 	 2.96337e-05 	 1.48902e-05 	 3.77086e-05 	 7.57165e-05 	 4.31005e-05  	 1.90535e-05 
  3.19066e-05 	 -2.31189e-05 	 2.67931e-05 	 1.06108e-05 	 4.75211e-05 	 1.11993e-05 	 -1.32914e-04 	 1.80954e-03 	 -1.33028e-04 	 2.13849e-05 	 4.97354e-05 	 4.89346e-05 	 2.97528e-05 	 -3.49570e-06 	 -1.41728e-05  	 -2.29974e-05 
  -1.54473e-05 	 -9.74089e-06 	 -3.28820e-05 	 3.19869e-05 	 6.82618e-05 	 7.31817e-05 	 3.81701e-06 	 -1.33028e-04 	 1.83482e-03 	 -1.42813e-04 	 3.48526e-05 	 8.32703e-05 	 2.19589e-05 	 3.85361e-05 	 -1.33694e-05  	 4.36273e-05 
  4.48164e-05 	 -2.73310e-05 	 8.32680e-06 	 -1.90938e-05 	 2.63828e-05 	 3.95153e-05 	 8.60165e-05 	 2.13849e-05 	 -1.42813e-04 	 1.92136e-03 	 -1.30315e-04 	 -2.72745e-05 	 8.81535e-05 	 4.06963e-06 	 2.22608e-05  	 -1.04812e-05 
  -6.15801e-05 	 2.42238e-05 	 2.36456e-05 	 5.15432e-05 	 -2.58879e-05 	 8.06512e-05 	 2.96337e-05 	 4.97354e-05 	 3.48526e-05 	 -1.30315e-04 	 1.87208e-03 	 -1.51422e-04 	 1.87363e-05 	 1.10703e-04 	 9.37323e-05  	 8.72887e-06 
  2.69654e-05 	 -4.46393e-05 	 -3.14884e-05 	 2.84843e-05 	 -1.00030e-05 	 -1.64552e-05 	 1.48902e-05 	 4.89346e-05 	 8.32703e-05 	 -2.72745e-05 	 -1.51422e-04 	 1.94126e-03 	 -1.20264e-04 	 8.79597e-06 	 4.66484e-05  	 5.57092e-05 
  6.34257e-05 	 -1.96925e-05 	 -1.86106e-05 	 -2.31527e-05 	 7.38727e-05 	 3.83380e-06 	 3.77086e-05 	 2.97528e-05 	 2.19589e-05 	 8.81535e-05 	 1.87363e-05 	 -1.20264e-04 	 1.80777e-03 	 -1.11889e-04 	 3.50847e-05  	 1.35882e-04 
  3.04775e-05 	 2.51398e-05 	 1.74815e-06 	 1.87221e-05 	 1.75840e-05 	 -2.75792e-05 	 7.57165e-05 	 -3.49570e-06 	 3.85361e-05 	 4.06963e-06 	 1.10703e-04 	 8.79597e-06 	 -1.11889e-04 	 1.84041e-03 	 -9.65092e-05  	 7.19762e-05 
  -6.76598e-05 	 -3.06260e-05 	 1.45529e-05 	 2.51472e-05 	 1.06975e-05 	 -3.28808e-05 	 4.31005e-05 	 -1.41728e-05 	 -1.33694e-05 	 2.22608e-05 	 9.37323e-05 	 4.66484e-05 	 3.50847e-05 	 -9.65092e-05 	 1.88492e-03  	 -1.31435e-04 
  1.35521e-04 	 -1.67310e-05 	 -3.20351e-05 	 1.26365e-05 	 2.55602e-05 	 1.80902e-05 	 1.90535e-05 	 -2.29974e-05 	 4.36273e-05 	 -1.04812e-05 	 8.72887e-06 	 5.57092e-05 	 1.35882e-04 	 7.19762e-05 	 -1.31435e-04  	 1.93494e-03 
  
