3.28892e-01 	 -1.89688e-03 	 1.98763e-02 	 4.39954e-03 	 4.89229e-03 	 7.98425e-03 	 6.93338e-04 	 5.97206e-03 	 3.55957e-04 	 3.25534e-03 	 6.33447e-04 	 2.00761e-03 	 5.67578e-04 	 1.78400e-04 	 2.17296e-04  	 8.36865e-04 
  -1.89688e-03 	 3.60948e-02 	 -3.44404e-02 	 2.61322e-02 	 -4.41059e-03 	 1.98150e-03 	 2.27600e-03 	 7.99234e-04 	 1.06663e-03 	 1.59210e-03 	 6.03004e-04 	 9.72801e-05 	 1.05407e-03 	 9.32689e-04 	 -9.18078e-05  	 5.81250e-04 
  1.98763e-02 	 -3.44404e-02 	 6.83294e-02 	 -5.81741e-02 	 2.96376e-02 	 -5.19781e-03 	 -1.24115e-03 	 2.56471e-03 	 -7.74580e-04 	 1.93976e-04 	 3.62627e-05 	 3.85782e-04 	 -3.91504e-04 	 -4.87897e-04 	 3.04759e-04  	 -5.04481e-04 
  4.39954e-03 	 2.61322e-02 	 -5.81741e-02 	 8.74577e-02 	 -6.17116e-02 	 3.10328e-02 	 -3.16402e-03 	 -8.00806e-04 	 2.44474e-03 	 1.34237e-03 	 6.84565e-04 	 -5.03033e-04 	 1.85540e-03 	 -1.78436e-04 	 2.93144e-04  	 1.16611e-03 
  4.89229e-03 	 -4.41059e-03 	 2.96376e-02 	 -6.17116e-02 	 8.61129e-02 	 -6.06807e-02 	 2.87676e-02 	 -2.77121e-03 	 -1.75604e-04 	 1.42864e-03 	 1.39663e-03 	 4.44508e-04 	 5.00609e-04 	 7.37645e-04 	 -3.20039e-04  	 1.33227e-04 
  7.98425e-03 	 1.98150e-03 	 -5.19781e-03 	 3.10328e-02 	 -6.06807e-02 	 8.68471e-02 	 -6.04236e-02 	 2.97936e-02 	 -4.03189e-03 	 1.01654e-03 	 1.03218e-03 	 1.22690e-03 	 4.66989e-04 	 4.42453e-04 	 1.17574e-03  	 2.17820e-05 
  6.93338e-04 	 2.27600e-03 	 -1.24115e-03 	 -3.16402e-03 	 2.87676e-02 	 -6.04236e-02 	 8.64641e-02 	 -6.16845e-02 	 3.12351e-02 	 -4.36844e-03 	 -5.97536e-05 	 1.73407e-03 	 1.15698e-03 	 3.07721e-04 	 -4.51942e-04  	 1.16056e-03 
  5.97206e-03 	 7.99234e-04 	 2.56471e-03 	 -8.00806e-04 	 -2.77121e-03 	 2.97936e-02 	 -6.16845e-02 	 8.73762e-02 	 -6.15493e-02 	 2.98999e-02 	 -2.85477e-03 	 -3.66203e-04 	 1.81978e-03 	 1.05969e-03 	 5.29272e-04  	 8.72300e-04 
  3.55957e-04 	 1.06663e-03 	 -7.74580e-04 	 2.44474e-03 	 -1.75604e-04 	 -4.03189e-03 	 3.12351e-02 	 -6.15493e-02 	 8.73952e-02 	 -6.11367e-02 	 2.91249e-02 	 -2.30105e-03 	 -1.37205e-03 	 3.12736e-03 	 -4.55912e-04  	 5.39377e-04 
  3.25534e-03 	 1.59210e-03 	 1.93976e-04 	 1.34237e-03 	 1.42864e-03 	 1.01654e-03 	 -4.36844e-03 	 2.98999e-02 	 -6.11367e-02 	 8.72349e-02 	 -6.08175e-02 	 2.86368e-02 	 -1.99908e-03 	 -1.85104e-03 	 2.25067e-03  	 1.38860e-03 
  6.33447e-04 	 6.03004e-04 	 3.62627e-05 	 6.84565e-04 	 1.39663e-03 	 1.03218e-03 	 -5.97536e-05 	 -2.85477e-03 	 2.91249e-02 	 -6.08175e-02 	 8.66996e-02 	 -6.08923e-02 	 2.95738e-02 	 -2.93498e-03 	 -1.02748e-03  	 1.88593e-03 
  2.00761e-03 	 9.72801e-05 	 3.85782e-04 	 -5.03033e-04 	 4.44508e-04 	 1.22690e-03 	 1.73407e-03 	 -3.66203e-04 	 -2.30105e-03 	 2.86368e-02 	 -6.08923e-02 	 8.74554e-02 	 -6.18941e-02 	 3.07000e-02 	 -5.65275e-03  	 2.09882e-03 
  5.67578e-04 	 1.05407e-03 	 -3.91504e-04 	 1.85540e-03 	 5.00609e-04 	 4.66989e-04 	 1.15698e-03 	 1.81978e-03 	 -1.37205e-03 	 -1.99908e-03 	 2.95738e-02 	 -6.18941e-02 	 8.79279e-02 	 -6.21819e-02 	 3.05186e-02  	 -4.19042e-03 
  1.78400e-04 	 9.32689e-04 	 -4.87897e-04 	 -1.78436e-04 	 7.37645e-04 	 4.42453e-04 	 3.07721e-04 	 1.05969e-03 	 3.12736e-03 	 -1.85104e-03 	 -2.93498e-03 	 3.07000e-02 	 -6.21819e-02 	 8.72393e-02 	 -5.99842e-02  	 2.61319e-02 
  2.17296e-04 	 -9.18078e-05 	 3.04759e-04 	 2.93144e-04 	 -3.20039e-04 	 1.17574e-03 	 -4.51942e-04 	 5.29272e-04 	 -4.55912e-04 	 2.25067e-03 	 -1.02748e-03 	 -5.65275e-03 	 3.05186e-02 	 -5.99842e-02 	 6.94339e-02  	 -3.44196e-02 
  8.36865e-04 	 5.81250e-04 	 -5.04481e-04 	 1.16611e-03 	 1.33227e-04 	 2.17820e-05 	 1.16056e-03 	 8.72300e-04 	 5.39377e-04 	 1.38860e-03 	 1.88593e-03 	 2.09882e-03 	 -4.19042e-03 	 2.61319e-02 	 -3.44196e-02  	 3.54733e-02 
  
